title,index_show,badge,follow,play,score,is_finish,media_id,cover
JOJO的奇妙冒险 不灭钻石,全39话,会员专享,26.3万人追番,700.7万次播放,9.9分,1,140552,http://i0.hdslb.com/bfs/bangumi/6a04c87e990ab74cd8d555ef45a863de0993b161.png
ReLIFE 完结篇,全4话,免费观看,30.5万人追番,218.7万次播放,9.9分,1,79372,http://i0.hdslb.com/bfs/bangumi/9eb80f010c1c45a298fae09d970d422eeab79f70.jpg
JOJO的奇妙冒险 黄金之风,更新至第10话,会员抢先,108.3万人追番,1828.1万次播放,9.9分,0,135652,http://i0.hdslb.com/bfs/bangumi/f34ff3975c39913af936c133ae60a5891babba08.png
剧场版 中二病也要谈恋爱！ -Take On Me-,全1话,会员专享,27.2万人追番,136.7万次播放,9.9分,1,115632,http://i0.hdslb.com/bfs/bangumi/0e6d5571659719b0ce20c601052573344aa19630.png
妖精森林的小不点,全13话,免费观看,76.7万人追番,1026.2万次播放,9.9分,1,11672,http://i0.hdslb.com/bfs/bangumi/6283ab61cda2525f87a9481a4db5c9e10debd892.jpg
哆啦A梦 大雄的新魔界大冒险之7个魔法师,全1话,免费观看,1.6万人追番,9万次播放,9.8分,1,3869,http://i0.hdslb.com/bfs/bangumi/ae162849f63cae61c9944488adf18163985682e7.jpg
全职猎人,全92话,免费观看,35.5万人追番,974.7万次播放,9.8分,1,877,http://i0.hdslb.com/bfs/bangumi/10d63b650e4b033e305f67dac47f3d0df0b94623.jpg
乌龙派出所,全341话,免费观看,4万人追番,973.3万次播放,9.8分,1,2299,http://i0.hdslb.com/bfs/bangumi/c02477a49f73826512b0ef06124c2841cfcd7e20.jpg
比宇宙更远的地方,全13话,免费观看,79.5万人追番,967.3万次播放,9.8分,1,13032,http://i0.hdslb.com/bfs/bangumi/c9eca3cbc386c63b27461074b8b218898cb7440e.jpg
我的英雄学院 第三季,全25话,会员抢先,197.3万人追番,8878.1万次播放,9.8分,1,78552,http://i0.hdslb.com/bfs/bangumi/1ae7312cddb0cd5cf3eb985904f0a9cb85f897aa.png
哆啦A梦,全2577话,免费观看,25.4万人追番,796.9万次播放,9.8分,1,6009,http://i0.hdslb.com/bfs/bangumi/2f247a4d959d5a23364b7903b20793efd7122e41.jpg
飞翔的魔女,全12话,免费观看,8.9万人追番,76万次播放,9.8分,1,98632,http://i0.hdslb.com/bfs/bangumi/5c50bd19edae3b9a5e0d82524dacc09326ac71ac.jpg
CLANNAD ～AFTER STORY～,全24话,免费观看,45万人追番,76.3万次播放,9.8分,1,1178,http://i0.hdslb.com/bfs/bangumi/54003a09e72f0daf2ac4bc69f5e4b08e4d016667.jpg
灰色的迷宫,全1话,免费观看,7.1万人追番,72.2万次播放,9.8分,1,100712,http://i0.hdslb.com/bfs/bangumi/a599316158da7ee95beabbec0d88860707982990.jpg
王牌投手 振臂高挥,全26话,免费观看,4.5万人追番,7.7万次播放,9.8分,1,1015,http://i0.hdslb.com/bfs/bangumi/6d20b92d10a00f9b00e248f99561a4c71c2d506a.jpg
3月的狮子 第二季,全22话,免费观看,37.2万人追番,691.2万次播放,9.8分,1,6445,http://i0.hdslb.com/bfs/bangumi/14cf90e4ea9a05cda2bc3e5ffcb54ab3a839da84.jpg
樱兰高校男公关部,全26话,免费观看,45.3万人追番,671.3万次播放,9.8分,1,1407,http://i0.hdslb.com/bfs/bangumi/dcf71901090b00760010d33bee4627d600867bb9.jpg
黑执事,全24话,免费观看,58.9万人追番,632.8万次播放,9.8分,1,67712,http://i0.hdslb.com/sp/4e/4e963edf82cb7388bf79f6a82237afcd.jpg
全金属狂潮 Invisible Victory,全12话,会员专享,44.2万人追番,615.4万次播放,9.8分,1,78432,http://i0.hdslb.com/bfs/bangumi/ab71198bb514e978e49101c5b0075abc8f628a0f.jpg
NEKOPARA EXTRA 小猫篇（猫娘乐园）,全1话,免费观看,9.4万人追番,59万次播放,9.8分,1,119312,http://i0.hdslb.com/bfs/bangumi/ed3262e5dddb8747d83632ddec093db1342e5c60.jpg
高智能方程式：SAGA,全8话,免费观看,7645人追番,59.9万次播放,9.8分,1,3810,http://i0.hdslb.com/bfs/bangumi/319d8aa095f978c5aeba597dba69e7af5448e93c.jpg
精灵宝可梦 无印,全271话,免费观看,15.4万人追番,589.6万次播放,9.8分,1,5761,http://i0.hdslb.com/bfs/bangumi/297063889e7836facea595b63eb6330f51904a24.jpg
少女☆歌剧 Revue Starlight,全12话,免费观看,28.5万人追番,580.2万次播放,9.8分,1,102892,http://i0.hdslb.com/bfs/bangumi/e5b3fca7ea7ef660caa810924c44518513636f9d.jpg
头文字D First Stage,全26话,免费观看,15.5万人追番,572.3万次播放,9.8分,1,207,http://i0.hdslb.com/bfs/bangumi/092f0e5ca021d362c6816c52a3a54db841a394ff.jpg
怪化猫,全12话,免费观看,63.1万人追番,565万次播放,9.8分,1,2654,http://i0.hdslb.com/bfs/bangumi/8acc4ecf3638f34ca336ffbaec278457a27cff40.jpg
东京教父,全1话,免费观看,9.8万人追番,56.9万次播放,9.8分,1,2597,http://i0.hdslb.com/bfs/bangumi/85992826bc6c729ad992acd6ac871ae551cae133.jpg
玉响～毕业写真～,全4话,免费观看,3.2万人追番,50.8万次播放,9.8分,1,2800,http://i0.hdslb.com/bfs/bangumi/a36ad952d3e9c890b66be0358c12484fb0d44228.jpg
一起一起这里那里,全13话,免费观看,39.6万人追番,50.5万次播放,9.8分,1,782,http://i0.hdslb.com/bfs/bangumi/6de861925c772076a747844427bf49c252a8accf.jpg
HELLSING OVA,全10话,免费观看,17.2万人追番,464.3万次播放,9.8分,1,2131,http://i0.hdslb.com/bfs/bangumi/d37a93b931268bd9d4c61cd25d4f09fa066ca9fe.jpg
狼的孩子雨和雪,全1话,免费观看,15.3万人追番,46.1万次播放,9.8分,1,2923,http://i0.hdslb.com/bfs/bangumi/9a5a77a8d6fbc446666593f38625a7519a4886b3.jpg
×××HOLiC·笼 徒梦,全1话,免费观看,2.6万人追番,442.8万次播放,9.8分,1,3395,http://i0.hdslb.com/bfs/bangumi/02ee1696661fe3214c10219f35e146916453d206.jpg
强风吹拂,更新至第10话,会员抢先,40.2万人追番,430.8万次播放,9.8分,0,139352,http://i0.hdslb.com/bfs/bangumi/fe356b227e0005454ab2c267c9d7de902eebe837.png
家庭教师HITMAN REBORN!,全203话,免费观看,62.4万人追番,407.3万次播放,9.8分,1,1376,http://i0.hdslb.com/bfs/bangumi/2ba4a216653ea2713bc8b43a8dfe9fb4d9e6b31e.jpg
青春猪头少年不会梦到兔女郎学姐,更新至第10话,会员抢先,269.2万人追番,4032.9万次播放,9.8分,0,134932,http://i0.hdslb.com/bfs/bangumi/1cc333ff578e5ea9fded7e454953a4e2291440c2.png
齐木楠雄的灾难 第二季,全24话,会员专享,158.7万人追番,3971.2万次播放,9.8分,1,8812,http://i0.hdslb.com/bfs/bangumi/5e32e992cbb666d42b931a1ab8e3752f9d490b93.jpg
宝石之国,全12话,免费观看,220.1万人追番,3918.7万次播放,9.8分,1,6434,http://i0.hdslb.com/bfs/bangumi/146b2d991c87c333553d2b7b6e15f009f9359517.jpg
魔卡少女樱 CLEAR CARD篇,全22话,会员专享,247.9万人追番,3905万次播放,9.8分,1,8752,http://i0.hdslb.com/bfs/bangumi/07245c4bf4acb03a5819762fea3210c656aba66c.jpg
KERORO军曹,全358话,免费观看,9.7万人追番,390.1万次播放,9.8分,1,103,http://i0.hdslb.com/bfs/bangumi/639c7ae6c88be7739ff18b46940be9592a215011.jpg
日常,全26话,免费观看,117.1万人追番,3884.6万次播放,9.8分,1,844,http://i0.hdslb.com/bfs/bangumi/13ee9ca9ee720538a603ca29e471bb2a67f7a05e.jpg
花田少年史,全25话,免费观看,2.3万人追番,37.5万次播放,9.8分,1,2825,http://i0.hdslb.com/bfs/bangumi/4f3689254f109a193b50cbb3d75df53fb2afe7e7.jpg
NANA,全47话,免费观看,25.2万人追番,334.4万次播放,9.8分,1,1382,http://i0.hdslb.com/bfs/bangumi/a58a947c478aa0532a699899c63c46c8851b98d6.jpg
蜡笔小新 呼风唤雨！光荣烧肉之路,全1话,免费观看,8167人追番,33.9万次播放,9.8分,1,11632,http://i0.hdslb.com/bfs/bangumi/742957ffde308d938f459122ead92d8bd39327a4.jpg
战斗妖精雪风,全5话,免费观看,3.8万人追番,33.6万次播放,9.8分,1,2702,http://i0.hdslb.com/bfs/bangumi/ceda7732ee4c7b4ea476a2f91c2234a8fb7219a4.jpg
失落的宇宙,全26话,免费观看,1.8万人追番,32.5万次播放,9.8分,1,2254,http://i0.hdslb.com/bfs/bangumi/9411982fab863748d3d1f78a93c04f091bdde623.jpg
卫宫家今天的饭,更新至第12话,免费观看,194.7万人追番,3178.2万次播放,9.8分,0,33512,http://i0.hdslb.com/bfs/bangumi/f24f032372642f35257f66478ccfa51800b504a8.jpg
星际牛仔,全26话,免费观看,22.6万人追番,316.3万次播放,9.8分,1,2261,http://i0.hdslb.com/bfs/bangumi/768995301fe98573e1d2e330b86612d9e195ab06.jpg
蜡笔小新 呼风唤雨！夕阳下的春日部男孩,全1话,免费观看,7324人追番,31.4万次播放,9.8分,1,35572,http://i0.hdslb.com/bfs/bangumi/3d48d2ed1105cdcd98f91aa109f0a3ba2c754799.jpg
虫师,全26话,免费观看,48.3万人追番,3.3万次播放,9.8分,1,1715,http://i0.hdslb.com/bfs/bangumi/65df4b3b6d212a59c6221def7ff82c3d549483ef.jpg
Megalo Box,全13话,免费观看,123.2万人追番,2969.4万次播放,9.8分,1,79472,http://i0.hdslb.com/bfs/bangumi/d13adc58696ed52fa73ab15cb0f3e699bbcc05fb.png
天体战士,全26话,免费观看,8669人追番,29.5万次播放,9.8分,1,1159,http://i0.hdslb.com/bfs/bangumi/003de760cb04c2d905e415d9f346a24a745c3adc.jpg
灰与幻想的格林姆迦尔 ,全12话,免费观看,33.9万人追番,278.8万次播放,9.8分,1,106512,http://i0.hdslb.com/bfs/bangumi/7fb4945f864e9e988212b7d20f206df2677053f8.jpg
猫和老鼠 旧版,全56话,免费观看,18.8万人追番,268.1万次播放,9.8分,1,132112,http://i0.hdslb.com/bfs/bangumi/065926cbda8f464a31293758054620cca15e5589.jpg
混沌武士,全26话,免费观看,21.1万人追番,264.6万次播放,9.8分,1,1869,http://i0.hdslb.com/bfs/bangumi/546991a5d3add9b550925b1168abf0a460e5f552.jpg
我的英雄学院 第二季,全26话,免费观看,62.9万人追番,2594.6万次播放,9.8分,1,91212,http://i0.hdslb.com/bfs/bangumi/15cbfba6ad807d26d0e288314f3f759f8743cc0e.jpg
月刊少女野崎君,全12话,免费观看,134.9万人追番,256.2万次播放,9.8分,1,53,http://i0.hdslb.com/bfs/bangumi/16e8f574911bc1c2fc7b4fe2e2b8fa4fe04e1c13.jpg
排球少年剧场版 观念之战,全1话,免费观看,1.3万人追番,25.2万次播放,9.8分,1,82712,http://i0.hdslb.com/bfs/bangumi/8093af6dce3a1f8d0bf68cc1704650f7fddc53d8.jpg
碧蓝之海,全12话,会员专享,119.9万人追番,2492万次播放,9.8分,1,102312,http://i0.hdslb.com/bfs/bangumi/7c9002f893f1a9debde1c38b860d64ef31c20d03.png
游戏王 怪兽之决斗,更新至第184话,免费观看,24.9万人追番,242.9万次播放,9.8分,0,3054,http://i0.hdslb.com/bfs/bangumi/9ae207910892d1fdf9924c73b15df2e42e256f87.jpg
玉子爱情故事,全1话,免费观看,44.8万人追番,241.3万次播放,9.8分,1,4155,http://i0.hdslb.com/bfs/bangumi/3d781d52aa2b93188836a1725ecdd286f8df136f.jpg
麻辣教师GTO,全43话,免费观看,6.9万人追番,226.8万次播放,9.8分,1,2238,http://i0.hdslb.com/bfs/bangumi/1c2df84ec85e2dcd94e1decebd077c0600565178.jpg
斩服少女,全25话,免费观看,52.6万人追番,2234.7万次播放,9.8分,1,419,http://i0.hdslb.com/bfs/bangumi/c429da0b21a93aac3f6503616da22bb4e07458cf.jpg
玉子市场,全12话,免费观看,29.1万人追番,220.1万次播放,9.8分,1,116772,http://i0.hdslb.com/bfs/bangumi/67da3dae76e526a925b78b1d8abe21c870333491.jpg
百变小樱,全70话,免费观看,89.1万人追番,2113.2万次播放,9.8分,1,3756,http://i0.hdslb.com/bfs/bangumi/6fda8e95e61db0157008fc293360117d904239e4.jpg
少女终末旅行,全12话,免费观看,158.3万人追番,2079.2万次播放,9.8分,1,6463,http://i0.hdslb.com/bfs/bangumi/1431ca5bb2f7143062e3df8f21b8448cf8cccc13.jpg
幻界战线 & BEYOND,全12话,免费观看,122.3万人追番,2071万次播放,9.8分,1,6439,http://i0.hdslb.com/bfs/bangumi/bb264d8a63e2d152ba795a1c15314cdf49d7fb49.jpg
请问您今天要来点兔子吗？？～Dear?My?Sister～,全1话,会员专享,4.7万人追番,20.3万次播放,9.8分,1,122632,http://i0.hdslb.com/bfs/bangumi/4f299a7942d1e08657d632f2c1bd43b716f99181.jpg
男子高中生的日常,全12话,免费观看,124.7万人追番,1958.4万次播放,9.8分,1,2680,http://i0.hdslb.com/bfs/bangumi/0f35105c1be50768df00a1bae1ce6cb8d5b4b8cf.jpg
灰色的乐园,全10话,免费观看,2.2万人追番,18.2万次播放,9.8分,1,4312442,http://i0.hdslb.com/bfs/bangumi/1042feca1f7f168c432ebd3ffa597e2b01ade12b.jpg
狼与香辛料 第二季,全13话,免费观看,23.1万人追番,176万次播放,9.8分,1,1072,http://i0.hdslb.com/bfs/bangumi/4450901e43abebe134bf5508a7e89d61115fb40e.jpg
鸦KARAS,全6话,免费观看,21万人追番,170.5万次播放,9.8分,1,1857,http://i0.hdslb.com/bfs/bangumi/f7567337537c0e2a6882ebeb46756b7b4e8106c2.jpg
×××HOLiC·继,全13话,免费观看,9.1万人追番,17.9万次播放,9.8分,1,3389,http://i0.hdslb.com/bfs/bangumi/05657ebb3688b3c819b3ddcc4bc66593916b3590.jpg
史上最强弟子兼一,全50话,免费观看,4.8万人追番,169.8万次播放,9.8分,1,1728,http://i0.hdslb.com/bfs/bangumi/7629470764929b1e8aa3d32eec12ff7baf533155.jpg
花开伊吕波 Home Sweet Home,全1话,免费观看,7.5万人追番,15万次播放,9.8分,1,131532,http://i0.hdslb.com/bfs/bangumi/dddf7dc92e1e523572f4f8f2da7366cdff7aecea.jpg
龙与虎,全25话,免费观看,128.7万人追番,1489.8万次播放,9.8分,1,1672,http://i0.hdslb.com/bfs/bangumi/144910805f172d16c5f544f43939a05d8ca20576.jpg
鲁邦三世 PART5,全24话,免费观看,2.7万人追番,147.8万次播放,9.8分,1,78472,http://i0.hdslb.com/bfs/bangumi/12afb04f801cead3994855d5cfecd3b56aef1e0d.jpg
CLANNAD,全23话,免费观看,120万人追番,147.3万次播放,9.8分,1,1177,http://i0.hdslb.com/bfs/bangumi/4e7a26393e211dffdebf5a668c0faf71b533b13d.jpg
钢之炼金术师 FULLMETAL ALCHEMIST,全64话,免费观看,89.9万人追番,1397.3万次播放,9.8分,1,1089,http://i0.hdslb.com/bfs/bangumi/401f84cadca354453e338c175c25fa971b67d224.jpg
鬼灯的冷彻 第二季 其二,全13话,付费抢先,60.7万人追番,1340万次播放,9.8分,1,79292,http://i0.hdslb.com/bfs/bangumi/98ecf55a5b23a043fc4874be9f129b36b6a9a5a6.jpg
EVA 新世纪福音战士新剧场版2.0：破,全1话,免费观看,10.2万人追番,133.1万次播放,9.8分,1,10352,http://i0.hdslb.com/bfs/bangumi/a98384d26fa30011f9476b8c1112066526f0446a.jpg
此花亭奇谭,全12话,免费观看,116.6万人追番,1308万次播放,9.8分,1,6425,http://i0.hdslb.com/bfs/bangumi/985117c4c5cce9fb0208e790554ad777c6956689.jpg
攻壳机动队 S.A.C. 2nd GIG,全26话,免费观看,9.8万人追番,126.7万次播放,9.8分,1,1565,http://i0.hdslb.com/bfs/bangumi/00ee95c464defbaafa243220ad862c623339bd8d.jpg
白兔糖,全11话,免费观看,27.8万人追番,115.2万次播放,9.8分,1,893,http://i0.hdslb.com/bfs/bangumi/58558e42f2cd4a447d8e9a65dc02e0d89a9fbd66.jpg
少女与战车 剧场版,全1话,免费观看,6.8万人追番,115.1万次播放,9.8分,1,4114,http://i0.hdslb.com/bfs/bangumi/1f9bf4478a0265977def2a579bc80ac4ce2e8732.jpg
RWBY 第六季,更新至第7话,免费观看,6.6万人追番,114.6万次播放,9.8分,0,2430940,http://i0.hdslb.com/bfs/bangumi/c3895d95bbb594e3489107537ae1c34d7069928d.jpg
牵牛花与加濑同学。,全3话,会员专享,3.1万人追番,11.3万次播放,9.8分,1,952544,http://i0.hdslb.com/bfs/bangumi/7b94e66dc0528110fc9c3f8198b34e7be7609e2a.png
四畳半神话大系,全11话,免费观看,17.2万人追番,102.2万次播放,9.8分,1,3258,http://i0.hdslb.com/bfs/bangumi/3b16224a2cf3295b5268c988ee4f84a373105b24.jpg
RWBY Chibi 第三季,更新至第16话,免费观看,1.8万人追番,101.4万次播放,9.8分,0,69252,http://i0.hdslb.com/bfs/bangumi/72c9b6b8ef10a0bd92a413f656bfe979e7b762ec.jpg
明日之丈,全79话,免费观看,7486人追番,10.5万次播放,9.8分,1,95252,http://i0.hdslb.com/bfs/bangumi/5fd72c80bd48a1e9eb0d27445b4266cfc08b3ab8.jpg
RWBY 第二季,全12话,免费观看,21.8万人追番,998.6万次播放,9.7分,1,334,http://i0.hdslb.com/bfs/bangumi/eec72c026e57622d4c2d87db5a48c9f847564536.jpg
最终幻想VII：降临之子,全1话,免费观看,7.8万人追番,98.4万次播放,9.7分,1,4720,http://i0.hdslb.com/bfs/bangumi/8a5ed8bd56f5561f9b0f794a6639343299cb5eb3.jpg
悠哉日常大王 Repeat OAD,全1话,免费观看,16.2万人追番,94.8万次播放,9.7分,1,5567,http://i0.hdslb.com/bfs/bangumi/ed51c399e68e23338f04916e41beceab7b658f70.jpg
HELLO!! 黄金拼图,全12话,免费观看,8.6万人追番,93.6万次播放,9.7分,1,3491,http://i0.hdslb.com/bfs/bangumi/d7cfaea0d21d6c989e58d05941edd362e5dc9c22.jpg
怪盗Joker 第四季,全13话,免费观看,3万人追番,91.9万次播放,9.7分,1,5545,http://i0.hdslb.com/bfs/bangumi/f907574470e1edf0bf5a89054a6026c4533c7d92.jpg
凉宫春日的消失,全1话,免费观看,11.7万人追番,91.7万次播放,9.7分,1,2809,http://i0.hdslb.com/bfs/bangumi/1d3755821ba15a595dea9235d12131c75d10bf58.jpg
邻家索菲,更新至第10话,会员抢先,80.2万人追番,900.3万次播放,9.7分,0,139632,http://i0.hdslb.com/bfs/bangumi/fa89d4ce62d87c6ff641c617c6bf62c8f19ceafd.jpg
迷糊餐厅 WORKING!!!,全13话,免费观看,20.2万人追番,900.2万次播放,9.7分,1,2587,http://i0.hdslb.com/bfs/bangumi/2f8dca95dffdecc0e73b599b1f15ad170ebdebd5.jpg
圣诞之吻SS+ plus,全13话,免费观看,9.4万人追番,9.3万次播放,9.7分,1,816,http://i0.hdslb.com/bfs/bangumi/0e2656a8ba9f754b4ac8de132a13e6c0aa188468.jpg
再见绝望先生 Blu-ray BOX化纪念话,全2话,免费观看,1.8万人追番,8万次播放,9.7分,1,3850,http://i0.hdslb.com/bfs/bangumi/5daa6c1df54a874af7f318e473f4bed4ad73ee12.jpg
恶魔奶爸,全60话,免费观看,39.5万人追番,894.2万次播放,9.7分,1,952,http://i0.hdslb.com/bfs/bangumi/a33d0ab0cd9ecf82e45e38aea1e441c459848df7.jpg
佐賀偶像是傳奇（僅限港澳台地區）,更新至第10话,免费观看,15.5万人追番,88.5万次播放,9.7分,0,140772,http://i0.hdslb.com/bfs/bangumi/2071c921ddc29050e61332379021a1b7b996a0c3.png
秀逗魔导士 第一季,全26话,免费观看,4.8万人追番,87.6万次播放,9.7分,1,1112,http://i0.hdslb.com/bfs/bangumi/f98725a2e60ce3246fba79d2b55b928c99f4d326.jpg
八犬传-东方八犬异闻-  第二季,全13话,免费观看,10.6万人追番,87.5万次播放,9.7分,1,529,http://i0.hdslb.com/bfs/bangumi/7329a30f1fafadaa81a682fbf267403f35952d95.jpg
幻想嘉年华,全12话,免费观看,53.1万人追番,853.5万次播放,9.7分,1,1732,http://i0.hdslb.com/bfs/bangumi/db9e9aad429724c83b2e3668ea0ba84838b4b77b.jpg
小马宝莉 第三季,全13话,免费观看,2.3万人追番,84.8万次播放,9.7分,1,2670,http://i0.hdslb.com/bfs/bangumi/1e99ca72bba6c6e37f8692a1a143764dda8951ec.jpg
超级酷乐猫,全66话,免费观看,4.8万人追番,84.1万次播放,9.7分,1,2204,http://i0.hdslb.com/bfs/bangumi/892699645a32036498443bfee30b3775934023cb.jpg
元气少女缘结神  过去篇,全4话,免费观看,31.2万人追番,826.6万次播放,9.7分,1,3468,http://i0.hdslb.com/bfs/bangumi/c0f5ec3ba6a2f2abff05f5d50eb9cd6903e88bf8.jpg
和歌子酒 动画,全12话,免费观看,16.6万人追番,822.1万次播放,9.7分,1,2602,http://i0.hdslb.com/bfs/bangumi/b21d7dd79e574db51c38a7543b102fe7fac4acc5.jpg
濑户的花嫁,全26话,免费观看,54.9万人追番,821.1万次播放,9.7分,1,1270,http://i0.hdslb.com/bfs/bangumi/2acfe88770f32598abd0f75e46cfb1eb9620caa7.jpg
圣母在上,全13话,免费观看,6.3万人追番,80.9万次播放,9.7分,1,1096,http://i0.hdslb.com/bfs/bangumi/77bbb4c2015b2f52ff43ea57aaf069333161e0d1.jpg
CANDY BOY,全9话,免费观看,6万人追番,80.5万次播放,9.7分,1,1789,http://i0.hdslb.com/bfs/bangumi/e6f8e9b24804298c6db1656b36f617bb9af282b2.jpg
科学小飞侠Crowds insight,全12话,免费观看,1.8万人追番,8.6万次播放,9.7分,1,75912,http://i0.hdslb.com/bfs/bangumi/4579f7c65e7363a13dded966884d7e3af31800a6.jpg
魔女猎人,全26话,免费观看,8.2万人追番,79.3万次播放,9.7分,1,1275,http://i0.hdslb.com/bfs/bangumi/b71b2fd6c09446ca91defb2ab622aadcfa66aadc.jpg
你看起来很好吃,全1话,免费观看,7.7万人追番,79.3万次播放,9.7分,1,4555,http://i0.hdslb.com/bfs/bangumi/bc82f299e5e2bc28bc93b364477eefd3d63d2d67.jpg
Thunderbolt Fantasy 东离剑游纪 生死一剑,全1话,免费观看,4.6万人追番,75.4万次播放,9.7分,1,71992,http://i0.hdslb.com/bfs/bangumi/0fbed08d73a98484fdacec133006d1f483ab0613.jpg
星之梦～星之人～,全1话,免费观看,9.6万人追番,74.6万次播放,9.7分,1,5051,http://i0.hdslb.com/bfs/bangumi/1d33b1d6f9da2221fe1085f42c6b3028a6f069f2.jpg
夏日大作战,全1话,免费观看,13.1万人追番,70.8万次播放,9.7分,1,119152,http://i0.hdslb.com/bfs/bangumi/578801a1e258af5ab0a83b56e5b4f6e905892247.jpg
Little Busters! EX,全8话,免费观看,5.2万人追番,7.2万次播放,9.7分,1,3571,http://i0.hdslb.com/bfs/bangumi/18e4ebae9e5a2395aef71978d4a4184947581b82.png
落叶,全1话,免费观看,1.7万人追番,7.1万次播放,9.7分,1,1927,http://i0.hdslb.com/bfs/bangumi/97dc65b71e2944e55683df91a10a41d7c74176fd.jpg
时光钟摆,全1话,免费观看,8613人追番,7.1万次播放,9.7分,1,4600,http://i0.hdslb.com/bfs/bangumi/e9d5ff84b7b3fef3f5a619821c903e728d2466da.jpg
悠久之翼2,全12话,免费观看,8.3万人追番,69.4万次播放,9.7分,1,1182,http://i0.hdslb.com/bfs/bangumi/2c964194013003cb52116e2c6760a1224b3cfef6.jpg
校园迷糊大王,全26话,免费观看,10.1万人追番,69.3万次播放,9.7分,1,1446,http://i0.hdslb.com/bfs/bangumi/af25584f07966355271139cd8ea8d1a83be14a6b.jpg
宇宙兄弟,全99话,免费观看,3.7万人追番,68万次播放,9.7分,1,1657,http://i0.hdslb.com/bfs/bangumi/eea42a9d84f5708ef653d587bdee5d9410aa3958.jpg
佝偻猫 第一季,全50话,免费观看,7.4万人追番,68万次播放,9.7分,1,3350,http://i0.hdslb.com/bfs/bangumi/57afae9bdd4345899262a5b6d4e8fa46154bc88e.jpg
Comic Girls,全12话,免费观看,43.8万人追番,680.7万次播放,9.7分,1,77812,http://i0.hdslb.com/bfs/bangumi/4d14e521d22af0d0d9747e2f063d400a0646c8d5.png
GOSICK,全24话,免费观看,81.3万人追番,679.2万次播放,9.7分,1,856,http://i0.hdslb.com/bfs/bangumi/0099eed28f8389f979dc6c66a49a0d83c7e76e42.jpg
终将成为你,更新至第10话,会员抢先,86.9万人追番,670.8万次播放,9.7分,0,138832,http://i0.hdslb.com/bfs/bangumi/9254b0bafd699c1a778c42658497948ba3038a77.png
四月是你的谎言,全22话,免费观看,219.7万人追番,6645.3万次播放,9.7分,1,1699,http://i0.hdslb.com/bfs/bangumi/6b6b2423ceff5fbdfbbee3a09a85173b8bd59a03.jpg
雷顿神秘侦探社～卡特莉的解谜事件簿～,更新至第34话,免费观看,3.1万人追番,66.7万次播放,9.7分,0,78492,http://i0.hdslb.com/bfs/bangumi/f19700beb16d215db8a9c2bd65e6eb4a6dbd61b0.jpg
鼹鼠的故事,全55话,免费观看,6.2万人追番,66.1万次播放,9.7分,1,2487,http://i0.hdslb.com/bfs/bangumi/81342728b07fff42e3e6c65440742b932e1e454d.jpg
江户盗贼团五叶,全12话,免费观看,12.9万人追番,66.1万次播放,9.7分,1,3248,http://i0.hdslb.com/bfs/bangumi/cebe33271935b545b18d17f4a9f5f468874ce3fe.jpg
爱杀宝贝 日语版,全13话,免费观看,28.4万人追番,657.4万次播放,9.7分,1,709,http://i0.hdslb.com/bfs/bangumi/a54a066f1a4eb4c9b1a8b60e3e6bd2c26ad8f3f8.jpg
少女革命,全39话,免费观看,5.8万人追番,65.8万次播放,9.7分,1,2277,http://i0.hdslb.com/bfs/bangumi/b9b1e940cafab2313c6e2e851444f2ad65ab735d.jpg
传颂之物,全26话,免费观看,15.3万人追番,65.5万次播放,9.7分,1,1388,http://i0.hdslb.com/bfs/bangumi/f1fdbd7a999325d5cfcd0f66a896e6d634dbc9f6.jpg
RWBY 第一季【日语】,全16话,免费观看,4.2万人追番,64.9万次播放,9.7分,1,3228,http://i0.hdslb.com/bfs/bangumi/97212fd0556bc90c0019b8544bc53d327a27bfbf.jpg
虫师 续章 铃之雫,全1话,免费观看,5.5万人追番,64.4万次播放,9.7分,1,2648,http://i0.hdslb.com/bfs/bangumi/9ec55a167dc0296d43f820ffc66254390ed044a0.jpg
钱进球场 2,更新至第22话,会员抢先,6.2万人追番,63万次播放,9.7分,0,139692,http://i0.hdslb.com/bfs/bangumi/43af80dcf606c27874b3e521586ff74f6a9c1e42.jpg
三年E班 第二季,全25话,免费观看,151.7万人追番,6333.1万次播放,9.7分,1,3271,http://i0.hdslb.com/bfs/bangumi/6c75efdf0aa04931d5f9fd9eab3836d6f35ecfc6.jpg
玩偶游戏,全103话,免费观看,3.2万人追番,63.5万次播放,9.7分,1,2306,http://i0.hdslb.com/bfs/bangumi/d6fe3cbcc9fe56458cba6cdcaaa4e42579d40d72.jpg
月色真美 SP,全1话,免费观看,3.1万人追番,63.5万次播放,9.7分,1,10732,http://i0.hdslb.com/bfs/bangumi/f57c3c8dc5b2bd0da7867403a8cefa1953ae123e.jpg
交响诗篇 第一季,全50话,免费观看,7.4万人追番,62万次播放,9.7分,1,790,http://i0.hdslb.com/bfs/bangumi/d5a9cebfb56948b79090e4325f6370eba293099d.jpg
齐木楠雄的灾难,全24话,会员专享,117.7万人追番,6294.7万次播放,9.7分,1,5069,http://i0.hdslb.com/bfs/bangumi/7449bdd3c8067fec587a0cf2a8f7f1f5275b757f.jpg
拽妹黛薇儿 第一季,全13话,免费观看,5.6万人追番,62.8万次播放,9.7分,1,2953,http://i0.hdslb.com/bfs/bangumi/8d34557082bc61e2a1cb43c77909916390807c60.jpg
